touchpoint_id,customer_id,session_id,journey_id,touchpoint_date,touchpoint_datetime,touchpoint_hour,day_of_week,week_number,month,quarter,year,channel,channel_category,campaign_name,utm_source,utm_medium,touchpoint_position,total_touchpoints,is_first_touch,is_last_touch,position_label,days_since_first_touch,customer_segment,region,device_type,session_duration_sec,pages_viewed,bounce_flag,touchpoint_cost_usd,converted,journey_converted,conversion_date,days_to_conversion,order_value_usd,journey_order_value,is_duplicate_flag
TP-0007256,CUST-02274,SESS-CUST-02274-3,JRN-CUST-02274,2024-07-16,2024-07-16 00:00:00,0.0,Tuesday,29,7,Q3,2024,Paid Search,Paid,Generic_Search_Q2,google,cpc,3,3,0,1,Last Touch,4,Lapsed Customer,North America,Desktop,72,2,0,3.2583,0,0,,,0.0,0.0,0
TP-0007257,CUST-02275,SESS-CUST-02275-1,JRN-CUST-02275,2024-08-11,2024-08-11 00:00:00,0.0,Sunday,32,8,Q3,2024,SEO/Organic,Earned,Blog_Traffic,organic,organic,1,1,1,1,First Touch,0,Loyal Customer,Europe,Mobile,535,2,0,0.0,1,1,2024-08-12,1.0,208.72,208.72,0
TP-0007258,CUST-02276,SESS-CUST-02276-1,JRN-CUST-02276,2024-09-24,2024-09-24 00:00:00,0.0,Tuesday,39,9,Q3,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,1,6,1,0,First Touch,0,Lapsed Customer,Asia Pacific,Mobile,44,4,0,1.2896,0,0,,,0.0,0.0,0
TP-0007259,CUST-02276,SESS-CUST-02276-2,JRN-CUST-02276,2024-09-24,2024-09-24 00:00:00,0.0,Tuesday,39,9,Q3,2024,Paid Search,Paid,Generic_Search_Q2,google,cpc,2,6,0,0,Mid Touch,0,Lapsed Customer,Asia Pacific,Mobile,236,1,1,1.9681,0,0,,,0.0,0.0,0
TP-0007260,CUST-02276,SESS-CUST-02276-3,JRN-CUST-02276,2024-09-24,2024-09-24 00:00:00,0.0,Tuesday,39,9,Q3,2024,Paid Social,Paid,Spring_Sale_Mar,facebook,paid_social,3,6,0,0,Mid Touch,0,Lapsed Customer,Asia Pacific,Mobile,68,6,0,0.9891,0,0,,,0.0,0.0,0
TP-0007261,CUST-02276,SESS-CUST-02276-4,JRN-CUST-02276,2024-09-25,2024-09-25 00:00:00,0.0,Wednesday,39,9,Q3,2024,Paid Social,Paid,Awareness_Jan,facebook,paid_social,4,6,0,0,Mid Touch,1,Lapsed Customer,Asia Pacific,Mobile,144,4,0,1.8124,0,0,,,0.0,0.0,0
TP-0007262,CUST-02276,SESS-CUST-02276-5,JRN-CUST-02276,2024-09-25,2024-09-25 00:00:00,0.0,Wednesday,39,9,Q3,2024,Email,Owned,Win_Back_Campaign,email,email,5,6,0,0,Mid Touch,1,Lapsed Customer,Asia Pacific,Mobile,268,1,1,0.1718,0,0,,,0.0,0.0,0
TP-0007263,CUST-02276,SESS-CUST-02276-6,JRN-CUST-02276,2024-09-25,2024-09-25 00:00:00,0.0,Wednesday,39,9,Q3,2024,Email,Owned,VIP_Exclusive,email,email,6,6,0,1,Last Touch,2,Lapsed Customer,Asia Pacific,Mobile,183,2,0,0.1835,0,0,,,0.0,0.0,0
TP-0007264,CUST-02277,SESS-CUST-02277-1,JRN-CUST-02277,2024-01-01,2024-01-01 00:00:00,0.0,Monday,1,1,Q1,2024,Display,Paid,YouTube_Preroll,display,display,1,3,1,0,First Touch,0,Returning Customer,Europe,Mobile,57,2,0,0.5872,0,0,,,0.0,0.0,0
TP-0007265,CUST-02277,SESS-CUST-02277-2,JRN-CUST-02277,2024-01-01,2024-01-01 00:00:00,0.0,Monday,1,1,Q1,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,2,3,0,0,Mid Touch,0,Returning Customer,Europe,Desktop,115,4,0,1.5224,0,0,,,0.0,0.0,0
TP-0007266,CUST-02277,SESS-CUST-02277-3,JRN-CUST-02277,2024-01-01,2024-01-01 00:00:00,0.0,Monday,1,1,Q1,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,3,3,0,1,Last Touch,1,Returning Customer,Europe,Mobile,85,3,0,2.3841,0,0,,,0.0,0.0,0
TP-0007267,CUST-02278,SESS-CUST-02278-1,JRN-CUST-02278,2024-07-16,2024-07-16 00:00:00,0.0,Tuesday,29,7,Q3,2024,Paid Search,Paid,Product_Keywords_Q4,google,cpc,1,2,1,0,First Touch,0,Loyal Customer,Europe,Desktop,115,4,0,4.2194,0,1,2024-07-18,2.0,0.0,86.42,0
TP-0007268,CUST-02278,SESS-CUST-02278-2,JRN-CUST-02278,2024-07-17,2024-07-17 00:00:00,0.0,Wednesday,29,7,Q3,2024,Paid Search,Paid,Generic_Search_Q2,google,cpc,2,2,0,1,Last Touch,2,Loyal Customer,Europe,Mobile,235,3,0,3.2118,1,1,2024-07-18,2.0,86.42,86.42,0
TP-0007269,CUST-02279,SESS-CUST-02279-1,JRN-CUST-02279,2024-04-19,2024-04-19 00:00:00,0.0,Friday,16,4,Q2,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,1,4,1,0,First Touch,0,Returning Customer,North America,Mobile,27,2,0,4.1151,0,1,2024-04-27,8.0,0.0,138.56,0
TP-0007270,CUST-02279,SESS-CUST-02279-2,JRN-CUST-02279,2024-04-21,2024-04-21 00:00:00,0.0,Sunday,16,4,Q2,2024,Paid Search,Paid,Brand_Keywords_Q4,google,cpc,2,4,0,0,Mid Touch,2,Returning Customer,North America,Desktop,101,3,0,3.6903,0,1,2024-04-27,8.0,0.0,138.56,0
TP-0007271,CUST-02279,SESS-CUST-02279-3,JRN-CUST-02279,2024-04-23,2024-04-23 00:00:00,0.0,Tuesday,17,4,Q2,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,3,4,0,0,Mid Touch,5,Returning Customer,North America,Mobile,81,1,1,1.6244,0,1,2024-04-27,8.0,0.0,138.56,0
TP-0007272,CUST-02279,SESS-CUST-02279-4,JRN-CUST-02279,2024-04-26,2024-04-26 00:00:00,0.0,Friday,17,4,Q2,2024,Direct,Earned,Direct_Traffic,direct,none,4,4,0,1,Last Touch,8,Returning Customer,North America,Mobile,159,4,0,0.0,1,1,2024-04-27,8.0,138.56,138.56,1
TP-0007273,CUST-02279,SESS-CUST-02279-4,JRN-CUST-02279,2024-04-26,2024-04-26 00:00:00,0.0,Friday,17,4,Q2,2024,Direct,Earned,Direct_Traffic,direct,none,4,4,0,1,Last Touch,8,Returning Customer,North America,Mobile,159,4,0,0.0,1,1,2024-04-27,8.0,138.56,138.56,1
TP-0007274,CUST-02280,SESS-CUST-02280-1,JRN-CUST-02280,2024-04-14,2024-04-14 00:00:00,0.0,Sunday,15,4,Q2,2024,Paid Search,Paid,RLSA_Retargeting,google,cpc,1,6,1,0,First Touch,0,Loyal Customer,Europe,Desktop,81,1,1,3.7625,0,0,,,0.0,0.0,0
TP-0007275,CUST-02280,SESS-CUST-02280-2,JRN-CUST-02280,2024-04-15,2024-04-15 00:00:00,0.0,Monday,16,4,Q2,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,2,6,0,0,Mid Touch,1,Loyal Customer,Europe,,63,3,0,4.3717,0,0,,,0.0,0.0,0
TP-0007276,CUST-02280,SESS-CUST-02280-3,JRN-CUST-02280,2024-04-16,2024-04-16 00:00:00,0.0,Tuesday,16,4,Q2,2024,Paid Social,Paid,BF_Retargeting_Nov,facebook,paid_social,3,6,0,0,Mid Touch,2,Loyal Customer,Europe,Mobile,65,3,0,1.1464,0,0,,,0.0,0.0,0
TP-0007277,CUST-02280,SESS-CUST-02280-4,JRN-CUST-02280,2024-04-17,2024-04-17 00:00:00,0.0,Wednesday,16,4,Q2,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,4,6,0,0,Mid Touch,3,Loyal Customer,Europe,Mobile,148,3,0,1.5483,0,0,,,0.0,0.0,0
TP-0007278,CUST-02280,SESS-CUST-02280-5,JRN-CUST-02280,2024-04-18,2024-04-18 00:00:00,0.0,Thursday,16,4,Q2,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,5,6,0,0,Mid Touch,4,Loyal Customer,Europe,Tablet,60,4,0,4.6789,0,0,,,0.0,0.0,0
TP-0007279,CUST-02280,SESS-CUST-02280-6,JRN-CUST-02280,2024-04-19,2024-04-19 00:00:00,0.0,Friday,16,4,Q2,2024,Email,Owned,Welcome_Series,email,email,6,6,0,1,Last Touch,6,Loyal Customer,Europe,Mobile,297,2,0,0.2326,0,0,,,0.0,0.0,0
TP-0007280,CUST-02281,SESS-CUST-02281-1,JRN-CUST-02281,2024-07-04,2024-07-04 00:00:00,0.0,Thursday,27,7,Q3,2024,Paid Search,Paid,Product_Keywords_Q4,google,cpc,1,7,1,0,First Touch,0,VIP Customer,Europe,Mobile,288,1,1,3.2575,0,1,2024-07-18,15.0,0.0,245.95,0
TP-0007281,CUST-02281,SESS-CUST-02281-2,JRN-CUST-02281,2024-07-06,2024-07-06 00:00:00,0.0,Saturday,27,7,Q3,2024,SEO/Organic,Earned,Organic_Search,organic,organic,2,7,0,0,Mid Touch,2,VIP Customer,Europe,Mobile,229,2,0,0.0,0,1,2024-07-18,15.0,0.0,245.95,0
TP-0007282,CUST-02281,SESS-CUST-02281-3,JRN-CUST-02281,2024-07-08,2024-07-08 00:00:00,0.0,Monday,28,7,Q3,2024,Email,Owned,Win_Back_Campaign,email,email,3,7,0,0,Mid Touch,5,VIP Customer,Europe,Desktop,195,3,0,0.2136,0,1,2024-07-18,15.0,0.0,245.95,0
TP-0007283,CUST-02281,SESS-CUST-02281-4,JRN-CUST-02281,2024-07-10,2024-07-10 00:00:00,0.0,Wednesday,28,7,Q3,2024,Direct,Earned,Bookmark_Return,direct,none,4,7,0,0,Mid Touch,7,VIP Customer,Europe,Mobile,181,3,0,0.0,0,1,2024-07-18,15.0,0.0,245.95,0
TP-0007284,CUST-02281,SESS-CUST-02281-5,JRN-CUST-02281,2024-07-12,2024-07-12 00:00:00,0.0,Friday,28,7,Q3,2024,SEO/Organic,Earned,Blog_Traffic,organic,organic,5,7,0,0,Mid Touch,10,VIP Customer,Europe,Mobile,352,1,1,0.0,0,1,2024-07-18,15.0,0.0,245.95,0
TP-0007285,CUST-02281,SESS-CUST-02281-6,JRN-CUST-02281,2024-07-14,2024-07-14 00:00:00,0.0,Sunday,28,7,Q3,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,6,7,0,0,Mid Touch,12,VIP Customer,Europe,Mobile,44,3,0,1.1931,0,1,2024-07-18,15.0,0.0,245.95,0
TP-0007286,CUST-02281,SESS-CUST-02281-7,JRN-CUST-02281,2024-07-15,2024-07-15 00:00:00,0.0,Monday,29,7,Q3,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,7,7,0,1,Last Touch,15,VIP Customer,Europe,Desktop,46,5,0,5.0904,1,1,2024-07-18,15.0,245.95,245.95,0
TP-0007287,CUST-02282,SESS-CUST-02282-1,JRN-CUST-02282,2024-10-28,2024-10-28 00:00:00,0.0,Monday,44,10,Q4,2024,Paid Social,Paid,BF_Retargeting_Nov,facebook,paid_social,1,7,1,0,First Touch,0,New Customer,Europe,Mobile,134,1,1,1.4561,0,1,2024-10-31,3.0,0.0,85.02,0
TP-0007288,CUST-02282,SESS-CUST-02282-2,JRN-CUST-02282,2024-10-28,2024-10-28 00:00:00,0.0,Monday,44,10,Q4,2024,Influencer,Paid,Lifestyle_Q3,influencer,influencer,2,7,0,0,Mid Touch,0,New Customer,Europe,Mobile,38,1,1,4.5851,0,1,2024-10-31,3.0,0.0,85.02,0
TP-0007289,CUST-02282,SESS-CUST-02282-3,JRN-CUST-02282,2024-10-28,2024-10-28 00:00:00,0.0,Monday,44,10,Q4,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,3,7,0,0,Mid Touch,1,New Customer,Europe,Tablet,63,1,1,7.1568,0,1,2024-10-31,3.0,0.0,85.02,0
TP-0007290,CUST-02282,SESS-CUST-02282-4,JRN-CUST-02282,2024-10-29,2024-10-29 00:00:00,0.0,Tuesday,44,10,Q4,2024,SEO/Organic,Earned,Organic_Search,organic,organic,4,7,0,0,Mid Touch,1,New Customer,Europe,Desktop,273,5,0,0.0,0,1,2024-10-31,3.0,0.0,85.02,0
TP-0007291,CUST-02282,SESS-CUST-02282-5,JRN-CUST-02282,2024-10-29,2024-10-29 00:00:00,0.0,Tuesday,44,10,Q4,2024,Email,Owned,Welcome_Series,email,email,5,7,0,0,Mid Touch,2,New Customer,Europe,Mobile,189,2,0,0.0921,0,1,2024-10-31,3.0,0.0,85.02,0
TP-0007292,CUST-02282,SESS-CUST-02282-6,JRN-CUST-02282,2024-10-30,2024-10-30 00:00:00,0.0,Wednesday,44,10,Q4,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,6,7,0,0,Mid Touch,2,New Customer,Europe,Desktop,100,2,0,1.2166,0,1,2024-10-31,3.0,0.0,85.02,0
TP-0007293,CUST-02282,SESS-CUST-02282-7,JRN-CUST-02282,2024-10-30,2024-10-30 00:00:00,0.0,Wednesday,44,10,Q4,2024,SEO/Organic,Earned,Product_Page_SEO,organic,organic,7,7,0,1,Last Touch,3,New Customer,Europe,Mobile,234,1,1,0.0,1,1,2024-10-31,3.0,85.02,85.02,0
TP-0007294,CUST-02283,SESS-CUST-02283-1,JRN-CUST-02283,2024-01-08,2024-01-08 00:00:00,0.0,Monday,2,1,Q1,2024,SEO/Organic,Earned,Blog_Traffic,organic,organic,1,1,1,1,First Touch,0,Returning Customer,Europe,Mobile,220,2,0,0.0,0,0,,,0.0,0.0,0
TP-0007295,CUST-02284,SESS-CUST-02284-1,JRN-CUST-02284,2024-06-20,2024-06-20 00:00:00,0.0,Thursday,25,6,Q2,2024,Display,Paid,Prospecting_Display,display,display,1,4,1,0,First Touch,0,Loyal Customer,Asia Pacific,Mobile,58,4,0,0.3981,0,1,2024-06-21,1.0,0.0,118.59,0
TP-0007296,CUST-02284,SESS-CUST-02284-2,JRN-CUST-02284,2024-06-20,2024-06-20 00:00:00,0.0,Thursday,25,6,Q2,2024,Display,Paid,YouTube_Preroll,display,display,2,4,0,0,Mid Touch,0,Loyal Customer,Asia Pacific,Mobile,47,5,0,0.5243,0,1,2024-06-21,1.0,0.0,118.59,0
TP-0007297,CUST-02284,SESS-CUST-02284-3,JRN-CUST-02284,2024-06-20,2024-06-20 00:00:00,0.0,Thursday,25,6,Q2,2024,Paid Social,Paid,Valentine_Feb,facebook,paid_social,3,4,0,0,Mid Touch,0,Loyal Customer,Asia Pacific,Mobile,114,2,0,1.2536,0,1,2024-06-21,1.0,0.0,118.59,0
TP-0007298,CUST-02284,SESS-CUST-02284-4,JRN-CUST-02284,2024-06-20,2024-06-20 00:00:00,0.0,Thursday,25,6,Q2,2024,SEO/Organic,Earned,Organic_Search,organic,organic,4,4,0,1,Last Touch,1,Loyal Customer,Asia Pacific,Desktop,215,1,1,0.0,1,1,2024-06-21,1.0,118.59,118.59,0
TP-0007299,CUST-02285,SESS-CUST-02285-1,JRN-CUST-02285,2024-10-27,2024-10-27 00:00:00,0.0,Sunday,43,10,Q4,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,1,5,1,0,First Touch,0,New Customer,North America,Desktop,73,2,0,5.7494,0,0,,,0.0,0.0,0
TP-0007300,CUST-02285,SESS-CUST-02285-2,JRN-CUST-02285,2024-10-27,2024-10-27 00:00:00,0.0,Sunday,43,10,Q4,2024,Paid Search,Paid,Brand_Keywords_Q4,google,cpc,2,5,0,0,Mid Touch,0,New Customer,North America,Mobile,251,3,0,2.5368,0,0,,,0.0,0.0,0
TP-0007301,CUST-02285,SESS-CUST-02285-3,JRN-CUST-02285,2024-10-27,2024-10-27 00:00:00,0.0,Sunday,43,10,Q4,2024,Display,Paid,Retargeting_Display,display,display,3,5,0,0,Mid Touch,0,New Customer,North America,Desktop,68,3,0,0.393,0,0,,,0.0,0.0,0
TP-0007302,CUST-02285,SESS-CUST-02285-4,JRN-CUST-02285,2024-10-27,2024-10-27 00:00:00,0.0,Sunday,43,10,Q4,2024,Email,Owned,Abandoned_Cart,email,email,4,5,0,0,Mid Touch,0,New Customer,North America,Desktop,70,2,0,0.2409,0,0,,,0.0,0.0,0
TP-0007303,CUST-02285,SESS-CUST-02285-5,JRN-CUST-02285,2024-10-27,2024-10-27 00:00:00,0.0,Sunday,43,10,Q4,2024,SEO/Organic,Earned,Organic_Search,organic,organic,5,5,0,1,Last Touch,1,New Customer,North America,Mobile,375,3,0,0.0,0,0,,,0.0,0.0,0
TP-0007304,CUST-02286,SESS-CUST-02286-1,JRN-CUST-02286,2024-01-25,2024-01-25 00:00:00,0.0,Thursday,4,1,Q1,2024,Paid Social,Paid,Summer_Launch_Jun,facebook,paid_social,1,4,1,0,First Touch,0,VIP Customer,Europe,Mobile,109,2,0,2.1669,0,1,2024-01-31,6.0,0.0,234.42,0
TP-0007305,CUST-02286,SESS-CUST-02286-2,JRN-CUST-02286,2024-01-26,2024-01-26 00:00:00,0.0,Friday,4,1,Q1,2024,Email,Owned,Win_Back_Campaign,email,email,2,4,0,0,Mid Touch,2,VIP Customer,Europe,,299,2,0,0.2375,0,1,2024-01-31,6.0,0.0,234.42,0
TP-0007306,CUST-02286,SESS-CUST-02286-3,JRN-CUST-02286,2024-01-28,2024-01-28 00:00:00,0.0,Sunday,4,1,Q1,2024,Paid Social,Paid,Awareness_Jan,facebook,paid_social,3,4,0,0,Mid Touch,4,VIP Customer,Europe,Mobile,79,2,0,1.3565,0,1,2024-01-31,6.0,0.0,234.42,0
TP-0007307,CUST-02286,SESS-CUST-02286-4,JRN-CUST-02286,2024-01-29,2024-01-29 00:00:00,0.0,Monday,5,1,Q1,2024,SEO/Organic,Earned,Blog_Traffic,organic,organic,4,4,0,1,Last Touch,6,VIP Customer,Europe,Mobile,384,5,0,0.0,1,1,2024-01-31,6.0,234.42,234.42,0
TP-0007308,CUST-02287,SESS-CUST-02287-1,JRN-CUST-02287,2024-07-01,2024-07-01 00:00:00,0.0,Monday,27,7,Q3,2024,Influencer,Paid,Lifestyle_Q3,influencer,influencer,1,7,1,0,First Touch,0,New Customer,Middle East & Africa,Mobile,59,3,0,3.226,0,0,,,0.0,0.0,0
TP-0007309,CUST-02287,SESS-CUST-02287-2,JRN-CUST-02287,2024-07-01,2024-07-01 00:00:00,0.0,Monday,27,7,Q3,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,2,7,0,0,Mid Touch,0,New Customer,Middle East & Africa,Desktop,30,4,0,2.1988,0,0,,,0.0,0.0,0
TP-0007310,CUST-02287,SESS-CUST-02287-3,JRN-CUST-02287,2024-07-02,2024-07-02 00:00:00,0.0,Tuesday,27,7,Q3,2024,Influencer,Paid,BF_Partners_Q4,influencer,influencer,3,7,0,0,Mid Touch,1,New Customer,Middle East & Africa,Mobile,79,4,0,3.4655,0,0,,,0.0,0.0,0
TP-0007311,CUST-02287,SESS-CUST-02287-4,JRN-CUST-02287,2024-07-03,2024-07-03 00:00:00,0.0,Wednesday,27,7,Q3,2024,Email,Owned,Abandoned_Cart,email,email,4,7,0,0,Mid Touch,2,New Customer,Middle East & Africa,Desktop,385,1,1,0.1912,0,0,,,0.0,0.0,0
TP-0007312,CUST-02287,SESS-CUST-02287-5,JRN-CUST-02287,2024-07-03,2024-07-03 00:00:00,0.0,Wednesday,27,7,Q3,2024,Paid Social,Paid,Xmas_Dec,facebook,paid_social,5,7,0,0,Mid Touch,3,New Customer,Middle East & Africa,Mobile,62,5,0,1.3367,0,0,,,0.0,0.0,0
TP-0007313,CUST-02287,SESS-CUST-02287-6,JRN-CUST-02287,2024-07-04,2024-07-04 00:00:00,0.0,Thursday,27,7,Q3,2024,Display,Paid,Prospecting_Display,display,display,6,7,0,0,Mid Touch,4,New Customer,Middle East & Africa,Mobile,57,3,0,0.6477,0,0,,,0.0,0.0,0
TP-0007314,CUST-02287,SESS-CUST-02287-7,JRN-CUST-02287,2024-07-05,2024-07-05 00:00:00,0.0,Friday,27,7,Q3,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,7,7,0,1,Last Touch,5,New Customer,Middle East & Africa,Desktop,92,3,0,4.1688,0,0,,,0.0,0.0,0
TP-0007315,CUST-02288,SESS-CUST-02288-1,JRN-CUST-02288,2024-06-08,2024-06-08 00:00:00,0.0,Saturday,23,6,Q2,2024,Email,Owned,Post_Purchase,email,email,1,2,1,0,First Touch,0,Returning Customer,Asia Pacific,Mobile,232,7,0,0.076,0,1,2024-06-09,1.0,0.0,116.55,0
TP-0007316,CUST-02288,SESS-CUST-02288-2,JRN-CUST-02288,2024-06-08,2024-06-08 00:00:00,0.0,Saturday,23,6,Q2,2024,Email,Owned,Win_Back_Campaign,email,email,2,2,0,1,Last Touch,1,Returning Customer,Asia Pacific,Mobile,357,1,1,0.2105,1,1,2024-06-09,1.0,116.55,116.55,0
TP-0007317,CUST-02289,SESS-CUST-02289-1,JRN-CUST-02289,2024-04-04,2024-04-04 00:00:00,0.0,Thursday,14,4,Q2,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,1,1,1,1,First Touch,0,New Customer,North America,Desktop,106,2,0,1.4663,1,1,2024-04-05,2.0,94.88,94.88,0
TP-0007318,CUST-02290,SESS-CUST-02290-1,JRN-CUST-02290,2024-03-05,2024-03-05 00:00:00,0.0,Tuesday,10,3,Q1,2024,Influencer,Paid,Lifestyle_Q3,influencer,influencer,1,1,1,1,First Touch,0,Returning Customer,North America,Mobile,48,4,0,7.7738,1,1,2024-03-08,8.0,129.64,129.64,0
TP-0007319,CUST-02291,SESS-CUST-02291-1,JRN-CUST-02291,2024-09-07,2024-09-07 00:00:00,0.0,Saturday,36,9,Q3,2024,Influencer,Paid,Lifestyle_Q3,influencer,influencer,1,2,1,0,First Touch,0,New Customer,Asia Pacific,Mobile,5,5,0,5.8568,0,1,2024-09-10,3.0,0.0,110.71,0
TP-0007320,CUST-02291,SESS-CUST-02291-2,JRN-CUST-02291,2024-09-08,2024-09-08 00:00:00,0.0,Sunday,36,9,Q3,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,2,2,0,1,Last Touch,3,New Customer,Asia Pacific,Desktop,208,6,0,3.3587,1,1,2024-09-10,3.0,110.71,110.71,0
TP-0007321,CUST-02292,SESS-CUST-02292-1,JRN-CUST-02292,2024-08-20,2024-08-20 00:00:00,0.0,Tuesday,34,8,Q3,2024,Paid Search,Paid,Brand_Keywords_Q4,google,cpc,1,3,1,0,First Touch,0,Loyal Customer,North America,Mobile,55,2,0,4.4081,0,0,,,0.0,0.0,0
TP-0007322,CUST-02292,SESS-CUST-02292-2,JRN-CUST-02292,2024-08-23,2024-08-23 00:00:00,0.0,Friday,34,8,Q3,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,2,3,0,0,Mid Touch,4,Loyal Customer,North America,Desktop,52,2,0,2.6656,0,0,,,0.0,0.0,0
TP-0007323,CUST-02292,SESS-CUST-02292-3,JRN-CUST-02292,2024-08-27,2024-08-27 00:00:00,0.0,Tuesday,35,8,Q3,2024,Paid Search,Paid,Product_Keywords_Q4,google,cpc,3,3,0,1,Last Touch,9,Loyal Customer,North America,Mobile,120,4,0,1.5153,0,0,,,0.0,0.0,0
TP-0007324,CUST-02293,SESS-CUST-02293-1,JRN-CUST-02293,2024-05-21,2024-05-21 00:00:00,0.0,Tuesday,21,5,Q2,2024,Email,Owned,Win_Back_Campaign,email,email,1,7,1,0,First Touch,0,VIP Customer,Europe,Mobile,140,3,0,0.1547,0,1,2024-06-01,11.0,0.0,231.32,0
TP-0007325,CUST-02293,SESS-CUST-02293-2,JRN-CUST-02293,2024-05-22,2024-05-22 00:00:00,0.0,Wednesday,21,5,Q2,2024,SEO/Organic,Earned,Product_Page_SEO,organic,organic,2,7,0,0,Mid Touch,1,VIP Customer,Europe,Mobile,299,2,0,0.0,0,1,2024-06-01,11.0,0.0,231.32,0
TP-0007326,CUST-02293,SESS-CUST-02293-3,JRN-CUST-02293,2024-05-24,2024-05-24 00:00:00,0.0,Friday,21,5,Q2,2024,Paid Social,Paid,BF_Retargeting_Nov,facebook,paid_social,3,7,0,0,Mid Touch,3,VIP Customer,Europe,Desktop,77,2,0,2.4648,0,1,2024-06-01,11.0,0.0,231.32,0
TP-0007327,CUST-02293,SESS-CUST-02293-4,JRN-CUST-02293,2024-05-25,2024-05-25 00:00:00,0.0,Saturday,21,5,Q2,2024,Paid Search,Paid,Brand_Keywords_Q1,google,cpc,4,7,0,0,Mid Touch,5,VIP Customer,Europe,Mobile,103,2,0,1.8778,0,1,2024-06-01,11.0,0.0,231.32,0
TP-0007328,CUST-02293,SESS-CUST-02293-5,JRN-CUST-02293,2024-05-27,2024-05-27 00:00:00,0.0,Monday,22,5,Q2,2024,Email,Owned,VIP_Exclusive,email,email,5,7,0,0,Mid Touch,7,VIP Customer,Europe,Tablet,5,1,1,0.0612,0,1,2024-06-01,11.0,0.0,231.32,0
TP-0007329,CUST-02293,SESS-CUST-02293-6,JRN-CUST-02293,2024-05-28,2024-05-28 00:00:00,0.0,Tuesday,22,5,Q2,2024,Influencer,Paid,Micro_Beauty_Q2,influencer,influencer,6,7,0,0,Mid Touch,9,VIP Customer,Europe,Tablet,83,4,0,3.175,0,1,2024-06-01,11.0,0.0,231.32,0
TP-0007330,CUST-02293,SESS-CUST-02293-7,JRN-CUST-02293,2024-05-30,2024-05-30 00:00:00,0.0,Thursday,22,5,Q2,2024,Paid Search,Paid,RLSA_Retargeting,google,cpc,7,7,0,1,Last Touch,11,VIP Customer,Europe,Desktop,220,4,0,1.828,1,1,2024-06-01,11.0,231.32,231.32,0
TP-0007331,CUST-02294,SESS-CUST-02294-1,JRN-CUST-02294,2024-10-10,2024-10-10 00:00:00,0.0,Thursday,41,10,Q4,2024,SEO/Organic,Earned,Organic_Search,organic,organic,1,1,1,1,First Touch,0,Loyal Customer,Europe,Desktop,323,4,0,0.0,1,1,2024-10-17,15.0,100.27,100.27,0
TP-0007332,CUST-02295,SESS-CUST-02295-1,JRN-CUST-02295,2024-07-31,2024-07-31 00:00:00,0.0,Wednesday,31,7,Q3,2024,Paid Social,Paid,Back_to_School_Aug,facebook,paid_social,1,1,1,1,First Touch,0,Loyal Customer,Europe,Mobile,127,3,0,1.3485,0,0,,,0.0,0.0,0
TP-0007333,CUST-02296,SESS-CUST-02296-1,JRN-CUST-02296,2024-05-15,2024-05-15 00:00:00,0.0,Wednesday,20,5,Q2,2024,Paid Social,Paid,Awareness_Jan,facebook,paid_social,1,4,1,0,First Touch,0,Returning Customer,Latin America,Mobile,84,4,0,2.0393,0,1,2024-05-17,2.0,0.0,151.38,0
TP-0007334,CUST-02296,SESS-CUST-02296-2,JRN-CUST-02296,2024-05-15,2024-05-15 00:00:00,0.0,Wednesday,20,5,Q2,2024,Paid Search,Paid,Competitor_Conquest_Q3,google,cpc,2,4,0,0,Mid Touch,0,Returning Customer,Latin America,Mobile,352,6,0,4.3937,0,1,2024-05-17,2.0,0.0,151.38,0
TP-0007335,CUST-02296,SESS-CUST-02296-3,JRN-CUST-02296,2024-05-16,2024-05-16 00:00:00,0.0,Thursday,20,5,Q2,2024,Email,Owned,Weekly_Newsletter,email,email,3,4,0,0,Mid Touch,1,Returning Customer,Latin America,Mobile,230,5,0,0.1734,0,1,2024-05-17,2.0,0.0,151.38,0
TP-0007336,CUST-02296,SESS-CUST-02296-4,JRN-CUST-02296,2024-05-16,2024-05-16 00:00:00,0.0,Thursday,20,5,Q2,2024,Paid Search,Paid,Generic_Search_Q2,google,cpc,4,4,0,1,Last Touch,2,Returning Customer,Latin America,,204,3,0,4.2415,1,1,2024-05-17,2.0,151.38,151.38,0
